PostalCode
1000 Bruxelles-Ville
1030 Schaerbeek
1040 Etterbeek
1050 Ixelles
1060 Saint-Gilles
1070 Anderlecht
1080 Molenbeek-St-Jean
1081 Koekelberg
1082 Berchem-Ste-Agathe
1083 Ganshoren
1090 Jette
1140 Evere
1150 Woluwé-St-Pierre
1160 Auderghem
1170 Watermael-Boitsfort
1180 Uccle
1190 Forest
1200 Woluwé-St-Lambert
1210 St Josse-ten-Noode
